"","var_id","code","original_1","original_2","original_3","code_description","shortname"
"572","line_35",16,4,NA,NA,"Great rasp. Pronounced rasp, but less strident than above.","GreatRasp"
"573","line_35",2,1,NA,NA,"Extreme rasp. A markedly strident, hoarse, or grating singing voice.","ExtremeRasp"
"574","line_35",128,7,NA,NA,"Intermittent rasp. Intermittent, or moderate and steady rasp.","IntermittentRasp"
"575","line_35",1024,10,NA,NA,"Slight rasp. Perceptible touches of rasp.","SlightRasp"
"576","line_35",8192,13,NA,NA,"None. Voices lack rasp.","None"
"577","line_35",144,7,4,NA,"Intermittent rasp and great rasp","IntermittentRaspAndGreatRasp"
"578","line_35",130,7,1,NA,"Intermittent rasp and extreme rasp","IntermittentRaspAndExtremeRasp"
"579","line_35",18,4,1,NA,"Great rasp and extreme rasp","GreatRaspAndExtremeRasp"
"580","line_35",1026,10,1,NA,"Slight rasp and extreme rasp","SlightRaspAndExtremeRasp"
"581","line_35",0,0,NA,NA,"No Reading","No Reading"
"582","line_35",9216,13,10,NA,"None and slight rasp","NoneAndSlightRasp"
"583","line_35",146,7,4,1,"Intermittent rasp and great rasp and extreme rasp","IntermittentRaspAndGreatRaspAndExtremeRasp"
"584","line_35",8208,13,4,NA,"None and great rasp","NoneAndGreatRasp"
"585","line_36",128,7,NA,NA,"Moderate accent, a moderate stress falling along the main beat pattern of the meter, clearly outlining but not exaggerating it.","ModerateAccent"
"586","line_36",2,1,NA,NA,"Very forceful accent, with powerful stresses falling on many notes.","VeryForcefulAccent"
"587","line_36",1024,10,NA,NA,"Relaxed accent, a relaxed handling of the accent pattern.","RelaxedAccent"
"588","line_36",8192,13,NA,NA,"Very relaxed, absence of clear stresses, such that a flowing, sometimes understated, melodic line is produced.","VeryRelaxed"
"589","line_36",16,4,NA,NA,"Forceful accent, with strong accents falling on the main pulses of the meter.","ForcefulAccent"
"590","line_36",144,7,4,NA,"Moderate accent and forceful accent","ModerateAccentAndForcefulAccent"
"591","line_36",130,7,1,NA,"Moderate accent and very forceful accent","ModerateAccentAndVeryForcefulAccent"
"592","line_36",1026,10,1,NA,"Relaxed accent and very forceful accent","RelaxedAccentAndVeryForcefulAccent"
"593","line_36",18,4,1,NA,"Forceful accent and very forceful accent","ForcefulAccentAndVeryForcefulAccent"
"594","line_36",9216,13,10,NA,"Very relaxed and relaxed accent","VeryRelaxedAndRelaxedAccent"
"595","line_36",0,0,NA,NA,"No Reading","No Reading"
"596","line_36",1040,10,4,NA,"Relaxed accent and forceful accent","RelaxedAccentAndForcefulAccent"
"597","line_36",8208,13,4,NA,"Very relaxed and forceful accent","VeryRelaxedAndForcefulAccent"
"598","line_36",8320,13,7,NA,"Very relaxed and moderate accent","VeryRelaxedAndModerateAccent"
"599","line_37",16,4,NA,NA,"Precise enunciation. Clearly articulated consonants in sung texts. Here one listens to the whole consonantal range and makes certain that all consonants are easily discernible.","PreciseEnunciation"
"600","line_37",128,7,NA,NA,"Moderate enunciation. A moderate degree of enunciation.","ModerateEnunciation"
"601","line_37",1024,10,NA,NA,"Softened enunciation. Consonants are hard to distinguish and syllables are run together to some degree.","SoftenedEnunciation"
"602","line_37",8192,13,NA,NA,"Very softened enunciation. Situations in which consonants are absent or nearly absent from the text, and/or in which syllables are run together.","VerySoftenedEnunciation"
"603","line_37",2,1,NA,NA,"Very precise enunciation. Highly articulated consonants and syllables. This is generally typical of the storytelling singers of Eurasian polities.","VeryPreciseEnunciation"
"604","line_37",9216,13,10,NA,"Very softened enunciation and softened enunciation","VerySoftenedEnunciationAndSoftenedEnunciation"
"605","line_37",1152,10,7,NA,"Softened enunciation and moderate enunciation","SoftenedEnunciationAndModerateEnunciation"
"606","line_37",144,7,4,NA,"Moderate enunciation and precise enunciation","ModerateEnunciationAndPreciseEnunciation"
"607","line_37",18,4,1,NA,"Precise enunciation and very precise enunciation","PreciseEnunciationAndVeryPreciseEnunciation"
"608","line_37",130,7,1,NA,"Moderate enunciation and very precise enunciation","ModerateEnunciationAndVeryPreciseEnunciation"
"609","line_37",0,0,NA,NA,"No Reading","No Reading"
"610","line_37",8208,13,4,NA,"Very softened enunciation and precise enunciation","VerySoftenedEnunciationAndPreciseEnunciation"
"611","line_37",8320,13,7,NA,"Very softened enunciation and moderate enunciation","VerySoftenedEnunciationAndModerateEnunciation"
